PK,CCR,HIERARCHY,INCIDENTTIME,INCIDENTLOCATION,CLEAREDFLAG,INCIDENTNEIGHBORHOOD,INCIDENTZONE,INCIDENTHIERARCHYDESC,OFFENSES,INCIDENTTRACT,COUNCIL_DISTRICT,PUBLIC_WORKS_DIVISION,X,Y
224929632,20073053,27,2020-04-18T17:00:00,"5800 Block Maeburn Rd Pittsburgh, PA 15217",N,Squirrel Hill South,4,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1414,5,3,-79.92354945,40.4289519
224930894,20073078,6,2020-04-18T00:01:00,"1000 Block Brushton Ave Pittsburgh, PA 15221",N,Homewood North,5,THEFT,3921 Theft by Unlawful Taking or Disposition. / 4106 Access Device Fraud,1301,9,2,-79.88772958,40.4565467
224931158,20073151,6,2020-04-18T13:00:00,"4600 Block Centre Ave Pittsburgh, PA 15213",N,North Oakland,4,THEFT,3921 Theft by Unlawful Taking or Disposition.,507,6,3,-79.95199169,40.45190965
224931894,20073168,10,2020-04-18T16:00:00,"200 Block Vineland St Pittsburgh, PA 15234",N,Overbrook,3,HARRASSMENT,2709(a) Harassment.,3207,4,5,-79.99801784,40.3866486
224783281,20071502,0,2020-04-16T01:30:00,"1400 Block Fallowfield Ave Pittsburgh, PA 15216",N,Beechview,6,99,9999 9999 - (Misc. Incident): possible theft from vehicle,1916,4,5,-80.02417314,40.41427513
224892074,20072387,99,2020-04-17T14:15:00,"3100 Block Avalon St Pittsburgh,  15219",N,Terrace Village,2,MISSING PERSONS (18+),9490 Missing Persons (18 and Over),510,6,3,-79.96219129,40.4486216
224913227,20072663,99,2020-04-18T00:16:00,"600 Block Suismon St Pittsburgh, PA 15212",Y,East Allegheny,1,AIDED CASE,9497 Aided Case,2304,1,1,-79.99961704,40.45538673
224849406,20071946,18,2020-04-16T18:03:00,"Haberman Ave & E Warrington Ave Pittsburgh, PA 15210",Y,Beltzhoover,3,STOLEN PROPERTY - OTHER,13(a)(16) Possession of Controlled Substance / 13(a)(31) Marijuana: Possession Small Amount / 4703 Operation of Vehicle without Official Certif. of Inspection / 4303 General Lighting Requirements. / 9501 Bench Warrant / 1543 Driving While Operating Privilege is Suspended or Revoked. / 1372 Unauthorized Transfer or Use of Registration.,1809,3,5,-80.00248998,40.42103711
224850400,20065809,5,2020-04-06T06:38:00,"400 Block SE Warrington Ave Pittsburgh, PA 15210",Y,Beltzhoover,3,BURGLARY,3502 Burglary. / 3304 Criminal Mischief. / 3503 Criminal Trespass / 907 Possessing Instruments of Crime.,1809,3,5,-80.00007806,40.42073909
224755653,20071259,6,2020-04-15T16:20:00,"2000 Block Sarah St Pittsburgh, PA 15203",N,South Side Flats,3,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1702,3,3,-79.97759969,40.42754982
224757170,20071260,11,2020-04-15T14:15:00,"1900 Block Murray Ave Pittsburgh, PA 15217",N,Squirrel Hill South,4,THEFT BY DECEPTION,3922 Theft by Deception.,1413,5,3,-79.92306795,40.43587962
224759208,20071307,6,2020-04-15T15:30:00,"500 Block Lenora St Pittsburgh, PA 15206",N,Larimer,5,THEFT FROM AUTO,3934 Theft from Vehicle,1204,9,2,-79.91542425,40.46615334
224771016,20071391,6,2020-04-15T07:00:00,"1400 Block Alton St Pittsburgh, PA 15216",N,Beechview,6,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1916,4,5,-80.02111753,40.41308126
224774289,20071438,5,2020-04-15T20:40:00,"1600 Block Leolyn St Pittsburgh, PA 15210",N,Carrick,3,BURGLARY,3502 Burglary.,2902,,,0,0
224775128,20071439,6,2020-04-14T08:30:00,"1100 Block Brownsville Rd Pittsburgh, PA 15210",N,Carrick,3,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,2901,4,3,-79.99090254,40.40494732
224843592,20071901,99,2020-04-16T18:30:00,"600 Block S Mathilda St Pittsburgh, PA 15224",N,Bloomfield,5,MISCELLANEOUS FIRE OTHER INVEST CONTINUED,9123 Miscellaneous Fire Other Investigation to Continue,802,,,0,0
224929987,20073063,23,2020-04-18T18:45:00,"6th St & Fort Duquesne Blvd Pittsburgh, PA 15222",Y,Central Business District,2,PUBLIC DRUNKENESS,5505 Public Drunkenness / 5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING,201,6,6,-80.00276448,40.44407026
224760162,20071255,18,2020-04-15T16:18:00,"1300 Block Woods Run Ave Pittsburgh, PA 15212",Y,Marshall-Shadeland,1,STOLEN PROPERTY - OTHER,13(a)(16) Possession of Controlled Substance / 13(a)(31) Marijuana: Possession Small Amount / 13(a)(32) Paraphernalia - Use or Possession / 13(a)(30) Possession w/ Intent to Del. Controlled Substance,2715,,,-79.88299772,40.44622032
-3314015519,20072137,6,2020-04-17T03:05:00,"100 Block Rochelle St Pittsburgh, PA 15210",Y,Knoxville,3,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,3001,3,5,-79.98811009,40.41517507
224768590,20071387,99,2020-04-15T16:18:00,"1300 Block Woods Run Ave Pittsburgh, PA 15212",Y,Marshall-Shadeland,1,BENCH WARRANT ARREST - NO TIE,9501 Bench Warrant,2715,,,-79.88299772,40.44622032
224855239,20072072,0,2020-04-16T22:17:00,"6200 Block Broad St Pittsburgh, PA 15206",N,East Liberty,5,99,9093 Indirect Criminal Contempt,1115,9,2,-79.9220514,40.46165532
224897708,20072487,10,2020-04-17T13:00:00,"200 Block Lelia St Pittsburgh, PA 15211",Y,Mount Washington,3,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",1915,2,5,-80.01027314,40.42187331
224930517,20073077,5,2020-04-18T18:50:00,"1400 Block Nobles Ln Pittsburgh, PA 15210",N,Carrick,3,BURGLARY,3502 Burglary.,2901,4,3,-79.99800013,40.39999363
224931799,20073177,0,2020-04-18T22:03:00,"100 Block LECKY Ave Pittsburgh, PA 15212",N,Marshall-Shadeland,1,99,8106 Shots Fired,2715,1,1,-80.0336079,40.47573939
224763407,20071257,99,2020-04-15T17:30:00,"1300 Block Chicago St Pittsburgh, PA 15214",N,Northview Heights,1,MISCELLANEOUS FIRE OTHER INVEST CONTINUED,9123 Miscellaneous Fire Other Investigation to Continue,2609,1,1,-80.00180646,40.47804608
224825902,20071849,0,2020-04-16T00:01:00,"Antrim St & Mc Clure Ave Pittsburgh, PA 15212",N,Brighton Heights,1,99,9999 9999 - (Misc. Incident): ,2703,1,1,-80.03618184,40.47578436
224826836,20071855,14,2020-04-15T19:30:00,"1200 Block Love St Pittsburgh, PA 15218",N,Swisshelm Park,4,CRIM MISCHIEF,3304 Criminal Mischief.,1411,5,3,-79.90429958,40.42023907
224828245,20071868,10,2020-04-16T15:15:00,"3500 Block California Ave Pittsburgh, PA 15212",N,Brighton Heights,1,HARRASSMENT,2709 Harassment (Non-Specific),2703,1,1,-80.04027347,40.47826147
224837164,20071899,27,2020-04-16T16:00:00,"5300 Block Butler St Pittsburgh, PA 15201",N,Upper Lawrenceville,2,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1011,7,2,-79.95228721,40.48213895
224839038,20071911,10,2020-04-16T15:48:00,"500 Block Smithfield St Pittsburgh, PA 15222",N,Central Business District,2,TERRORISTIC THREATS,2706 Terroristic Threats.,201,6,6,-79.99811947,40.44034004
224839955,20071933,6,2020-04-16T00:01:00,"30 Block Greeley St Pittsburgh, PA 15203",N,South Side Slopes,3,THEFT,3921 Theft by Unlawful Taking or Disposition.,1608,3,3,-79.97421755,40.42368924
224841714,20071949,6,2020-04-14T15:00:00,"Bayard Rd Pittsburgh, PA 15213",N,Shadyside,4,THEFT,3921 Theft by Unlawful Taking or Disposition.,709,8,2,-79.94410649,40.45166161
224842730,20071965,6,2020-04-16T18:00:00,"3400 Block Corona St Pittsburgh, PA 15212",N,Brighton Heights,1,THEFT,3921 Theft by Unlawful Taking or Disposition. / 4106 Access Device Fraud,2703,,,0,0
224845835,20071992,14,2020-04-09T00:01:00,"300 Block Boggs Ave Pittsburgh, PA 15211",N,Mount Washington,3,CRIM MISCHIEF,3304 Criminal Mischief.,1914,2,5,-80.00853788,40.42566134
224847758,20072036,6,2020-04-16T17:00:00,"800 Block E Warrington Ave Pittsburgh, PA 15210",N,Allentown,3,THEFT,3921 Theft by Unlawful Taking or Disposition.,1803,3,5,-79.99370506,40.42180226
224848762,20072038,10,2020-04-16T16:00:00,"100 Block Northern Way Pittsburgh, PA 15210",N,Carrick,3,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",2902,,,0,0
224847552,20072024,14,2020-04-16T20:45:00,"600 Block Smithfield St Pittsburgh, PA 15219",N,Central Business District,2,CRIMINAL MISCHIEF,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,201,6,6,-79.99740883,40.44153322
224856439,20000218,5,2020-04-16T23:45:00,"6800 Block Lyric St Pittsburgh, PA 15206",Y,Homewood West,5,BURGLARY,"3502 Burglary. / 3921(a) Theft by Unlawful Taking or Disposition - Movable item / 2709(a)(1) Harassment by Physical Contact, or Attempts or Threats / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another",1207,9,2,-79.90330475,40.46351886
224890804,20072314,0,2020-04-17T11:40:00,"100 Block Kirk Ave Pittsburgh, PA 15210",N,Carrick,3,99,"9999 9999 - (Misc. Incident): recovered evidence, sharps disposal",2904,,,0,0
224959721,20073680,10,2020-04-19T18:57:00,"900 Block roselle Ct Pittsburgh, PA 15207",N,Glen Hazel,4,SIMPLE ASSAULT,2701 Simple Assault.,1504,,,0,0
224758503,20071286,10,2020-04-13T03:30:00,"2400 Block Bedford Ave Pittsburgh, PA 15219",N,Bedford Dwellings,2,SIMPLE ASSAULT,"2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury",509,6,3,-79.974274,40.44961434
224782844,20071481,10,2020-04-16T00:05:00,"20 Block James Henry Pl pittsburgh, PA 15219",Y,Terrace Village,2,SIMPLE ASSAULT,2701 Simple Assault. / 4304(a)(1) Endangering Welfare of Children.,510,,,0,0
224925744,20072937,99,2020-04-18T13:40:00,"600 Block Wilkinsburg Ave Pittsburgh, PA 15221",N,East Hills,5,FOUND PROPERTY,9489 Found Property,1306,,,0,0
224928743,20073038,6,2020-04-18T17:30:00,"2800 Block Brighton  Rd Pittsburgh, PA 15212",N,Marshall-Shadeland,1,THEFT,3921 Theft by Unlawful Taking or Disposition.,2715,1,1,-80.01742357,40.47250475
224932598,20073189,10,2020-04-18T20:00:00,"3500 Block Beechwood Blvd Pittsburgh, PA 15217",N,Greenfield,4,HARRASSMENT,2709 Harassment (Non-Specific),1517,5,3,-79.92733824,40.42282159
224751841,20071167,99,2020-04-15T13:00:00,"1200 Block Dickson St Pittsburgh, PA 15212",N,Marshall-Shadeland,1,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),2715,1,1,-80.02807905,40.4702143
224755645,20071187,5,2020-04-15T13:41:00,"5100 Block Keystone St Pittsburgh, PA 15201",N,Upper Lawrenceville,2,BURGLARY,3502 Burglary.,1011,7,2,-79.95402521,40.47734513
224759213,20071318,6,2020-04-14T18:17:00,"600 Block Penn Ave Pittsburgh, PA 15222",N,Central Business District,2,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft. / 3304 Criminal Mischief.,201,6,6,-80.00179283,40.44259292
224768529,20071371,6,2020-04-15T15:01:00,"1000 Block High St Pittsburgh, PA 15212",N,Spring Garden,1,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,2412,1,1,-79.9939832,40.46001049
224773140,20071410,0,2020-04-01T12:30:00,"300 Block E 8th Ave Homestead, PA 15120",N,Mt. Oliver Boro,OSC,99,1-401 Engaging in Fraudulent Practices,4810,,,-79.90892963,40.40773935
224901889,20072490,6,2020-04-17T03:30:00,"1400 Block Hass St Pittsburgh, PA 15204",N,Chartiers City,6,THEFT,3921 Theft by Unlawful Taking or Disposition.,2021,,,-79.90939816,40.40095113
224907071,20072564,5,2020-04-17T18:00:00,"200 Block Knox Ave Pittsburgh, PA 15210",N,Knoxville,3,BURGLARY,3502 Burglary.,3001,3,5,-79.99036398,40.41137191
224908813,20072616,27,2020-04-17T18:30:00,"200 Block 44th St Pittsburgh, PA 15201",N,Central Lawrenceville,2,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,902,7,2,-79.9597784,40.47144459
224913736,20058412,4,2020-03-25T09:15:00,"1700 Block Belleau Dr Pittsburgh, PA 15212",Y,Fineview,1,AGG-ASSAULT,2702 Aggravated Assault. / 2705 Recklessly Endangering Another Person. / 4952 Intimidation of Witnesses or Victims / 3304 Criminal Mischief. / 3302 Causing or Risking Catastrophe. / 3301 Arson  / 901 Criminal Attempt / 3301 Arson ,2509,6,1,-80.00698339,40.46031055
224755717,20071228,6,2020-04-15T15:40:00,"700 Block Liberty Ave Pittsburgh, PA 15222",N,Central Business District,2,RETSIL THEFT (SHOPLIFTING),"3929(a)(1) Retail Theft; takes possession of, carries away, or transfers displayed merchandise",201,6,6,-79.99985637,40.44244575
224780213,20070964,26,2020-04-15T04:25:00,"Washington Blvd & Allegheny River Blvd Pittsburgh, PA 15206",Y,Highland Park,5,RETALIATION FOR PAST OFF ACTION,4703 Operation of Vehicle without Official Certif. of Inspection / 3748 False Reports. / 1786 Required Financial Responsibility. / 1501 Drivers Required to be Licensed. / 1301 Registration and Certificate of Title Required. / 1371 Operation Following Suspension of Registration. / 3736 Reckless Driving / 4531 Emission Control Systems.,1106,7,2,-79.90784963,40.48427698
224845947,20071993,0,2020-04-16T19:35:00,"1200 Block Superior Ave Pittsburgh, PA 15212",N,Marshall-Shadeland,1,99,9999 9999 - (Misc. Incident): Run Away Juvenile,2704,1,1,-80.02726933,40.46866084
-3429000037,20071981,99,2020-04-16T19:10:00,"3300 Block Webster Ave Pittsburgh, PA 15219",N,Upper Hill,2,AIDED CASE,9497 Aided Case,506,6,3,-79.9645154,40.45284249
224848882,20071967,10,2020-04-16T18:39:00,"2300 Block Vodeli St Pittsburgh, PA 15216",N,Beechview,6,RECKLESSLY ENDANGER ANOTH PER,2705 Recklessly Endangering Another Person. / 9998 Overdose Other,1920,4,5,-80.02830164,40.40259141
224892443,20072318,4,2020-04-17T13:16:00,"1400 Block Washington Blvd Pittsburgh, PA 15206",Y,Highland Park,5,AGG-ASSAULT,2702 Aggravated Assault. / 2705 Recklessly Endangering Another Person. / 2701 Simple Assault. / 13(a)(31) Marijuana: Possession Small Amount / 3809(a) Restriction on Alcoholic Beverages in Vehicle / 3736 Reckless Driving / 3802(a)(1) DUI - General Impairment,1106,9,2,-79.90861668,40.47030563
224763554,20071263,13,2020-04-15T16:59:00,"E Warrington Ave & Haberman Ave Pittsburgh, PA 15210",Y,Beltzhoover,3,RECEIVING STOLEN PROPERTY,3925 Receiving Stolen Property. / 6106 Firearms not to be Carried without a License. / 13(a)(32) Paraphernalia - Use or Possession / 13(a)(31) Marijuana: Possession Small Amount,1809,3,5,-80.00248998,40.42103711
-3475000062,20071425,0,2020-04-15T20:51:00,"Hodge St Pittsburgh, PA 15213",N,South Oakland,4,99,9999 9999 - (Misc. Incident): ,409,3,3,-79.95917117,40.4327092
224786309,20071559,24,2020-04-16T03:02:00,"300 Block N Braddock Ave Pittsburgh, PA 15208",Y,Point Breeze North,4,DISORDERLY CONDUCT,5503 Disorderly Conduct. / 3503(b)(1)(i) Actual Communication,1405,9,2,-79.8928014,40.44965463
224942756,20071182,14,2020-04-15T13:34:00,"5500 Block 2ND Ave Pittsburgh, PA 15207",N,Hazelwood,4,CRIM MISCHIEF,3304 Criminal Mischief.,1515,5,3,-79.94060103,40.40093698
224943192,20071193,14,2020-04-15T14:42:00,"200 Block WINSTON St Pittsburgh, PA 15207",N,Hazelwood,4,CRIM MISCHIEF,3304 Criminal Mischief.,1515,5,3,-79.94146561,40.40476085
224926048,20072951,0,2020-04-18T14:40:00,"Allegheny Ave & Beech Ave Pittsburgh, PA 15233",Y,Manchester,1,99,9998 Overdose Other,2107,1,1,-80.01920353,40.45241286
224929580,20073054,23,2020-04-18T18:02:00,"300 Block 6th Ave Pittsburgh, PA 15222",Y,Central Business District,2,PUBLIC DRUNKENESS,5505 Public Drunkenness / 9998 Overdose Other,201,6,6,-79.99945507,40.44165871
224934784,20073224,0,2020-04-19T00:35:00,"1500 Block Hubbard St Pittsburgh, PA 15212",N,Brighton Heights,1,99,9993 PFA Service with Weapons Supplement,2703,1,1,-80.03730458,40.4782737
224885978,20072298,0,2020-04-17T11:30:00,"6200 Block Broad St Pittsburgh, PA 15206",N,East Liberty,5,99,9093 Indirect Criminal Contempt,1115,9,2,-79.9220514,40.46165532
224845611,20071889,26,2020-04-16T17:00:00,"1700 Block Saw Mill Run Blvd Pittsburgh, PA 15210",Y,Carrick,3,OBST ADM LAW /OTHR GOVT FUNCTN,"5101 Obstructing Admin. of Law  / 5121 Escape. / 5126 Flight to Avoid Apprehension, Trial or Punishment. / 9501 Bench Warrant / 1543 Driving While Operating Privilege is Suspended or Revoked. / 1372 Unauthorized Transfer or Use of Registration.",2901,4,5,-79.99846875,40.39605484
224765795,20071324,0,2020-04-15T17:47:00,"3100 Block Mc Clure Ave Pittsburgh, PA 15212",N,Marshall-Shadeland,1,99,9992 Governor's Order Violation,2715,,,0,0
224898296,20072496,10,2020-04-17T17:05:00,"1400 Block Chicago St Pittsburgh, PA 15214",N,Northview Heights,1,SIMPLE ASSAULT,2701 Simple Assault.,2609,,,0,0
224947692,20073327,0,2020-04-19T04:57:00,"1900 Block W LIBERTY Ave Pittsburgh, PA 15226",Y,West End,6,DUI - GENERAL IMPAIRMENT,3802(a)(1) DUI - General Impairment / 3742.1 Accident Involv. Death/Inj. While not Licensed / 3735.1 Aggravated Assault While DUI / 3732.1 Aggravated Assault by Vehicle,2019,4,5,-80.0192236,40.40512421
224761659,20071346,10,2020-04-15T18:40:00,"800 Block E Warrington Ave Pittsburgh, PA 15210",Y,Allentown,3,HARRASSMENT,2709 Harassment (Non-Specific),1803,3,5,-79.99370506,40.42180226
224926641,20072940,4,2020-04-18T13:56:00,"Hillsboro St & Chartiers Ave Pittsburgh, PA 15204",N,Sheraden,6,AGG-ASSAULT,2702 Aggravated Assault. / 2705 Recklessly Endangering Another Person. / 3304 Criminal Mischief. / 2707 Propulsion of Missiles ,2022,2,5,-80.05458309,40.4532931
224946335,20073443,10,2020-04-19T03:20:00,"500 Block Griffin St Pittsburgh, PA 15211",N,Mount Washington,3,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",1915,2,5,-80.01079424,40.42318074
224955986,20073569,10,2020-04-19T15:28:00,"300 Block Moore Ave Pittsburgh, PA 15210",Y,Knoxville,3,SIMPLE ASSAULT,2701 Simple Assault. / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,3001,3,5,-79.99301005,40.41136009
224959634,20073703,14,2020-04-19T20:02:00,"7400 Block Lockway West Pittsburgh, PA 15206",N,Highland Park,5,CRIM MISCHIEF (GRAFFITI),"3304(a)(4) CRIMINAL MISCHIEF- Intentionally Damage Property (By Graffiti, Aerosol Spray Paint, Broad Tip Marker, or Similar)",1106,,,0,0
224768091,20071334,3,2020-04-15T18:50:00,"1200 Block Woodland Ave Pittsburgh, PA 15212",N,Marshall-Shadeland,1,ROBBERY,3701 Robbery. / 3921 Theft by Unlawful Taking or Disposition. / 2701 Simple Assault.,2715,1,1,-80.02751034,40.46973962
224897701,20072447,0,2020-04-17T16:45:00,"400 Block Forbes Ave Pittsburgh, PA 15219",Y,Central Business District,2,99,3503.B1I DEF. TRESPASS ACTUAL COMMUNICATION,201,8,3,-79.94910207,40.44370645
224754626,20071236,6,2020-04-15T15:15:00,"6300 Block Glenview Pl Pittsburgh, PA 15206",N,Highland Park,5,THEFT FROM AUTO,3934 Theft from Vehicle,1106,7,2,-79.91640917,40.46966669
224755342,20071235,6,2020-04-15T11:00:00,"2100 Block Sarah St Pittsburgh, PA 15203",N,South Side Flats,3,THEFT,3921 Theft by Unlawful Taking or Disposition.,1609,3,3,-79.97612293,40.42743056
224755737,20071238,27,2020-04-03T15:00:00,"5200 Block Harriet St Pittsburgh, PA 15224",N,Bloomfield,5,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,806,,,0,0
224755992,20071125,0,2020-04-14T15:30:00,"100 Block Bakery Sq Blvd Pittsburgh, PA 15206",N,Larimer,5,99,9999 9999 - (Misc. Incident): ,1208,,,0,0
224756066,20071210,0,2020-04-14T13:30:00,"3100 Block Liberty Ave Pittsburgh, PA 15201",N,Polish Hill,2,99,9999 9999 - (Misc. Incident): ,605,7,6,-79.97070671,40.45878683
224757916,20071239,11,2020-04-15T15:30:00,"4100 Block Liberty Ave Pittsburgh, PA 15224",N,Bloomfield,5,THEFT BY DECEPTION,3922 Theft by Deception.,903,,,0,0
224761283,20071319,10,2020-04-15T17:00:00,"900 Block Freeport Rd Pittsburgh, PA 15218",N,Lincoln-Lemington-Belmar,5,HARRASSMENT,2709 Harassment (Non-Specific),1201,9,2,-79.89235295,40.4861185
224808148,20071624,99,2020-04-16T07:09:00,"Penn Ave & 5th Ave Pittsburgh, PA 15206",N,Shadyside,4,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA) / 9999 9999 - (Misc. Incident): 9999 - (Misc. Incident): ,708,9,3,-79.91242691,40.45404527
224897606,20072437,27,2020-04-17T16:15:00,"Broad St & N Highland Ave Pittsburgh, PA 15206",N,East Liberty,5,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,1115,9,2,-79.92434827,40.46249841
224901381,20072507,5,2020-04-16T17:20:00,"4600 Block 5th Ave Pittsburgh, PA 15213",N,North Oakland,4,BURGLARY,3502 Burglary.,404,8,3,-79.94866209,40.44665893
224847203,20068332,14,2020-04-10T05:20:00,"600 Block E Carson St Pittsburgh, PA 15203",Y,South Side Flats,3,CRIM MISCHIEF,3304 Criminal Mischief. / 903 Criminal Conspiracy. / 901 Criminal Attempt / 907 Possessing Instruments of Crime.,1702,3,3,-79.99355915,40.42859831
224883053,20072258,5,2020-04-17T09:55:00,"900 Block Penn Ave Pittsburgh, PA 15222",Y,Central Business District,2,BURGLARY,3502 Burglary.,201,6,6,-79.99804688,40.44361867
224810469,20071715,0,2020-04-16T11:15:00,"1200 Block 2nd Ave Pittsburgh, PA 15219",N,Bluff,2,99,9094 Recovered Stolen Vehicle (OUTSIDE CITY),103,,,0,0
224784056,20071472,10,2020-04-15T23:18:00,"500 Block East Ohio St Pittsburgh, PA 15212",N,East Allegheny,1,SIMPLE ASSAULT,2701(a)(3) Simple Assault - Attempts by Physical Menace ,2304,1,1,-80.00057227,40.45350026
224787921,20071562,0,2020-04-16T03:48:00,"2000 Block Ley St Pittsburgh, PA 15212",Y,Troy Hill,1,99,9093 Indirect Criminal Contempt,2406,1,1,-79.98034065,40.46785042
